"V1","V2","V3","V4"
0.255993217229843,0.24418517947197,0.25092402100563,0.248414739966393
0.255907267332077,0.244091764092445,0.250887870788574,0.248479947447777
0.255998939275742,0.244190648198128,0.250926345586777,0.248412474989891
0.255908459424973,0.244093328714371,0.250887811183929,0.248478576540947
0.255908310413361,0.244092538952827,0.250887989997864,0.248479083180428
0.255911707878113,0.244096472859383,0.250889390707016,0.248477160930634
0.255910992622375,0.244096010923386,0.250889182090759,0.248476758599281
0.255911558866501,0.244096368551254,0.250889182090759,0.248476624488831
0.255909115076065,0.244093894958496,0.250888824462891,0.248477950692177
0.255975127220154,0.244165256619453,0.250916510820389,0.248428910970688
0.255982905626297,0.244173884391785,0.250919014215469,0.248423129320145
0.255908757448196,0.244093015789986,0.250888496637344,0.248479202389717
0.255906850099564,0.244090914726257,0.25088706612587,0.248480409383774
0.255912065505981,0.24409693479538,0.250890105962753,0.248476669192314
0.256003320217133,0.244196593761444,0.250927001237869,0.248407080769539
0.255912512540817,0.244097262620926,0.250889539718628,0.248476162552834
0.255909144878387,0.244093880057335,0.250888228416443,0.248478129506111
0.255990624427795,0.244182512164116,0.250923454761505,0.248416483402252
0.255906105041504,0.24409019947052,0.250887811183929,0.248480752110481
0.255912303924561,0.244097337126732,0.250889748334885,0.248476028442383
0.255911439657211,0.244095876812935,0.250889837741852,0.248477637767792
0.255982458591461,0.24417333304882,0.250919878482819,0.248423546552658
0.255908250808716,0.244092360138893,0.250888228416443,0.248479500412941
0.255905717611313,0.244089737534523,0.250887453556061,0.248481243848801
0.255909383296967,0.244093984365463,0.250889450311661,0.248478397727013
0.255910485982895,0.244095250964165,0.250889897346497,0.248477146029472
0.255910396575928,0.244094982743263,0.250888884067535,0.248477160930634
0.255910903215408,0.244095385074615,0.250889182090759,0.248477771878242
0.25597020983696,0.244160622358322,0.250914633274078,0.248432189226151
0.255906462669373,0.244090676307678,0.250887751579285,0.248480454087257
0.255910515785217,0.244094908237457,0.250889927148819,0.248477935791016
0.255966752767563,0.244156152009964,0.25091341137886,0.248435452580452
0.25590643286705,0.244090482592583,0.250887870788574,0.248480618000031
0.255966901779175,0.244156375527382,0.250912636518478,0.248435124754906
0.255965709686279,0.244155406951904,0.250912010669708,0.248435586690903
0.255912512540817,0.244097575545311,0.250890672206879,0.248475626111031
0.255909740924835,0.244093984365463,0.250889003276825,0.248478263616562
0.255912214517593,0.244096606969833,0.25089019536972,0.248477056622505
0.255973547697067,0.244163334369659,0.25091627240181,0.2484300583601
0.255911588668823,0.244096294045448,0.250890642404556,0.248476624488831
0.255959391593933,0.244148597121239,0.250910222530365,0.248441129922867
0.255914896726608,0.244099467992783,0.250891476869583,0.248475059866905
0.255907535552979,0.244091540575027,0.250888168811798,0.248479589819908
0.255966156721115,0.244155600667,0.250914454460144,0.248435854911804
0.255949527025223,0.244137272238731,0.25090503692627,0.248449102044106
0.255907624959946,0.244091689586639,0.250887811183929,0.24848036468029
0.255907118320465,0.244091436266899,0.25088831782341,0.248479679226875
0.255907326936722,0.244091853499413,0.250889211893082,0.248479232192039
0.255959510803223,0.244147703051567,0.250910103321075,0.248441711068153
0.255951642990112,0.244139716029167,0.25090765953064,0.2484460324049
0.25590854883194,0.24409282207489,0.250889748334885,0.248479723930359
0.255908697843552,0.244093373417854,0.250889182090759,0.24847836792469
0.255913019180298,0.244097873568535,0.250891000032425,0.248475149273872
0.255908668041229,0.244093090295792,0.250888884067535,0.248479023575783
0.255961567163467,0.244150847196579,0.250911831855774,0.248439267277718
0.255946934223175,0.244134411215782,0.250905454158783,0.248450264334679
0.255912572145462,0.244097143411636,0.250890791416168,0.248476058244705
0.255958288908005,0.244147092103958,0.250910639762878,0.248441621661186
