"","x"
"1",0.631655037403107
"2",0.256978631019592
"3",0.693394601345062
"4",0.861254572868347
"5",0.474897235631943
"6",0.534318149089813
"7",0.364185303449631
"8",0.624471187591553
"9",0.438273221254349
"10",0.0877204313874245
"11",0.116864271461964
"12",0.197722941637039
"13",0.342724412679672
"14",0.307559967041016
"15",0.276879847049713
"16",0.157698735594749
"17",0.486827552318573
"18",0.442384272813797
"19",0.635442912578583
"20",0.091327503323555
"21",0.767442941665649
"22",0.465589076280594
"23",0.459644764661789
"24",0.361659735441208
"25",0.343900948762894
"26",0.493699371814728
"27",0.286335468292236
"28",0.683089852333069
"29",0.449390679597855
"30",0.565295577049255
"31",0.460715621709824
"32",0.661927938461304
"33",0.212917983531952
"34",0.484472095966339
"35",0.398685574531555
"36",0.112793974578381
"37",0.405926614999771
"38",0.25240421295166
"39",0.352284222841263
"40",0.659523606300354
"41",0.284788012504578
"42",0.089771144092083
"43",0.489821165800095
"44",0.386843413114548
"45",0.195441395044327
"46",0.665470063686371
"47",0.529875338077545
"48",0.498399198055267
"49",0.254416137933731
"50",0.507208466529846
"51",0.434014022350311
"52",0.58488404750824
"53",0.181517586112022
"54",0.427657753229141
"55",0.642210841178894
"56",0.861254572868347
"57",0.472630739212036
"58",0.446019530296326
"59",0.431046605110168
"60",0.739380836486816
"61",0.322608649730682
"62",0.300537288188934
"63",0.1769739985466
"64",0.342262208461761
"65",0.64812821149826
"66",0.469988167285919
"67",0.306110978126526
"68",0.167133271694183
"69",0.64649361371994
"70",0.219772025942802
"71",0.381663382053375
"72",0.349616527557373
"73",0.14161179959774
"74",0.36447861790657
"75",0.162570402026176
"76",0.205051884055138
"77",0.179642006754875
"78",0.48383092880249
"79",0.5506232380867
"80",0.109364211559296
"81",0.187694385647774
"82",0.142774522304535
"83",0.275539457798004
"84",0.157604187726974
"85",0.162914335727692
"86",0.812381327152252
"87",0.421364635229111
"88",0.879636645317078
"89",0.214688256382942
"90",0.369836896657944
"91",0.553871273994446
"92",0.274759888648987
"93",0.584398746490479
"94",0.379757910966873
"95",0.362018197774887
"96",0.551464557647705
"97",0.185206308960915
"98",0.386918604373932
"99",0.723252832889557
"100",0.776082336902618
"101",0.315563529729843
"102",0.427341490983963
"103",0.435400933027267
"104",0.294787049293518
"105",0.377131134271622
"106",0.110115237534046
"107",0.306580781936646
"108",0.21315336227417
"109",0.579171001911163
"110",0.737134039402008
"111",0.45086070895195
"112",0.523785293102264
"113",0.867736279964447
"114",0.684142172336578
"115",0.445461750030518
"116",0.458630859851837
"117",0.53910881280899
"118",0.519049525260925
"119",0.317210406064987
"120",0.795383810997009
"121",0.360497981309891
"122",0.206088125705719
"123",0.391915112733841
"124",0.229609742760658
"125",0.749920248985291
"126",0.78920966386795
"127",0.633313596248627
"128",0.438460171222687
"129",0.126055210828781
"130",0.760746002197266
"131",0.789067208766937
"132",0.489931404590607
"133",0.280491054058075
"134",0.223964497447014
"135",0.247626170516014
"136",0.270636677742004
"137",0.225213691592216
"138",0.579682409763336
"139",0.331621795892715
"140",0.178857505321503
"141",0.24639530479908
"142",0.157545387744904
"143",0.0692362636327744
"144",0.396813482046127
"145",0.295615315437317
"146",0.48279532790184
"147",0.427965372800827
"148",0.465574145317078
"149",0.112484775483608
"150",0.364776164293289
"151",0.16991813480854
"152",0.260733097791672
"153",0.833702445030212
"154",0.287060290575027
"155",0.174740090966225
