"","0.396232038736343","0.396545439958572","0.397349804639816","0.397883504629135","0.398184388875961","0.399456202983856","0.400413602590561","0.400782287120819","0.400894701480865","0.401088029146194","0.40129542350769","0.401393532752991","0.402766436338425","0.40284252166748","0.402940809726715","0.402966111898422","0.403190672397614","0.403228938579559","0.403703302145004","0.403826832771301","0.404077112674713","0.404785186052322","0.404831916093826","0.404976576566696","0.405239433050156","0.405308574438095","0.40556263923645","0.406412959098816","0.406501114368439","0.406544297933578","0.40727561712265","0.407283782958984","0.407336533069611","0.407386004924774","0.407828360795975","0.40788322687149","0.407913148403168","0.407977074384689","0.408614605665207","0.409227341413498","0.409589886665344","0.409692376852036","0.409871220588684","0.41002693772316","0.410463899374008","0.410476922988892","0.410502016544342","0.410905659198761","0.411495566368103","0.411666542291641","0.411790519952774","0.411805808544159","0.412481486797333","0.41254073381424","0.412712246179581","0.412860840559006","0.413226932287216","0.413472771644592","0.413679480552673","0.414145708084106","0.414390712976456","0.41447839140892","0.41507413983345","0.415253788232803","0.415274798870087","0.415442556142807","0.415500789880753","0.415545582771301","0.415917962789536","0.416091322898865","0.416160404682159","0.416284561157227","0.416533768177032","0.41681233048439","0.416964441537857","0.417397409677505","0.41747373342514","0.417531937360764","0.417543143033981","0.41782820224762","0.418312042951584","0.418569445610046","0.418590158224106","0.41860419511795","0.418884187936783","0.41908672451973","0.420138955116272","0.420414388179779","0.420648545026779","0.422089874744415","0.422327220439911","0.422654032707214","0.42265659570694","0.422905951738358","0.423746585845947","0.423961788415909","0.424137711524963","0.424941152334213","0.425026565790176","0.425676792860031","0.425862401723862","0.427594631910324","0.427916586399078","0.428448170423508","0.428821802139282","0.429232388734818","0.429863810539246","0.430352210998535","0.431047171354294","0.431524157524109","0.43250361084938","0.432751625776291","0.432963669300079","0.433256715536118","0.433845788240433","0.434599071741104","0.43473756313324","0.434827595949173","0.434836387634277","0.434997200965881","0.436280816793442","0.436610668897629","0.436768740415573","0.437803715467453","0.437855452299118","0.438319861888885","0.438707053661346","0.439053893089294","0.439423143863678","0.439443141222","0.440011441707611","0.441565692424774","0.44171017408371","0.44217649102211","0.443125903606415","0.443478524684906","0.443577975034714","0.44495040178299","0.448404759168625","0.448700606822968","0.449109524488449","0.450001209974289","0.450135767459869","0.450998544692993","0.451247781515121","0.452210426330566","0.452464252710342","0.452960193157196","0.455451548099518","0.462823748588562","0.464636445045471"
"1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
