"","x"
"1",0.591339528560638
"2",0.515893936157227
"3",0.912899434566498
"4",0.460988759994507
"5",0.328479290008545
"6",0.792056918144226
"7",0.290573358535767
"8",0.243887156248093
"9",0.496832370758057
"10",0.57938688993454
"11",0.36196830868721
"12",0.153486087918282
"13",0.341688334941864
"14",0.181750938296318
"15",0.121378421783447
"16",0.23945140838623
"17",0.407248288393021
"18",0.539206683635712
"19",0.233932867646217
"20",0.516048073768616
"21",0.465890377759933
"22",0.958366751670837
"23",0.39771831035614
"24",0.102517440915108
"25",0.353097438812256
"26",0.664269924163818
"27",0.488619983196259
"28",0.597848117351532
"29",0.349842190742493
"30",0.403972208499908
"31",0.604994297027588
"32",0.610612690448761
"33",0.430416285991669
"34",0.880877137184143
"35",0.312264859676361
"36",0.494970977306366
"37",0.275344461202621
"38",0.0632234886288643
"39",0.748363435268402
"40",0.848119974136353
"41",0.432362347841263
"42",0.435585200786591
"43",0.368186146020889
"44",0.299107700586319
"45",0.0982488319277763
"46",0.409363240003586
"47",0.769945323467255
"48",0.263201773166656
"49",0.666510403156281
"50",0.645573556423187
"51",0.471002280712128
"52",0.504257321357727
"53",0.305222570896149
"54",0.779843688011169
"55",0.397367984056473
"56",0.584785223007202
"57",0.346202075481415
"58",0.849376380443573
"59",0.499366372823715
"60",0.576512575149536
"61",0.150939956307411
"62",0.573076128959656
"63",0.149940639734268
"64",0.364918082952499
"65",0.282127052545547
"66",0.22987388074398
"67",0.322896659374237
"68",0.182596802711487
"69",0.420772969722748
"70",0.116904981434345
"71",0.343810886144638
"72",0.430366277694702
"73",0.470612019300461
"74",0.754582405090332
"75",0.324361473321915
"76",0.481163799762726
"77",0.941371381282806
"78",0.0908329635858536
"79",0.454466760158539
"80",0.416515439748764
"81",0.595116794109344
"82",0.55324387550354
"83",0.182886436581612
"84",0.360154300928116
"85",0.309155076742172
"86",0.482709914445877
"87",0.283696860074997
"88",0.468695282936096
"89",0.540827393531799
"90",0.377607792615891
"91",0.383052319288254
"92",0.691007792949677
"93",0.375942170619965
"94",0.232383415102959
"95",0.636624097824097
"96",0.137829139828682
"97",0.510681450366974
"98",0.406408607959747
"99",0.112830772995949
"100",0.202362641692162
"101",0.479999154806137
"102",0.935829102993011
"103",0.596106767654419
"104",0.493264198303223
"105",0.416258931159973
"106",0.173693254590034
"107",0.449981480836868
"108",0.399523347616196
"109",0.411540448665619
"110",0.432832330465317
"111",0.805264234542847
"112",0.0285016633570194
"113",0.0493428483605385
"114",0.149386048316956
"115",0.229178190231323
"116",0.394755244255066
"117",0.423589468002319
"118",0.708124756813049
"119",0.394755244255066
"120",0.907755315303802
"121",0.489446252584457
"122",0.436971396207809
"123",0.284528970718384
"124",0.474175870418549
"125",0.709762930870056
"126",0.584493100643158
"127",0.872095823287964
"128",0.465600878000259
"129",0.582460999488831
"130",0.330431997776031
"131",0.684107661247253
"132",0.576084852218628
"133",0.322178930044174
"134",0.244868442416191
"135",0.499416559934616
"136",0.44429549574852
"137",0.55324387550354
"138",0.308790922164917
"139",0.181133627891541
"140",0.688774585723877
"141",0.272432059049606
"142",0.308610558509827
"143",0.500214636325836
"144",0.488164812326431
"145",0.205807447433472
"146",0.397518366575241
"147",0.666510403156281
"148",0.464178323745728
"149",0.17521034181118
"150",0.262587070465088
"151",0.445407629013062
"152",0.667525589466095
"153",0.262279063463211
"154",0.542423903942108
