"V1","V2","V3","V4"
0.0703302845358849,0.545292139053345,0.538551688194275,0.000521415087860078
0.24674291908741,0.175495311617851,0.0782164260745049,0.504265606403351
0.246708020567894,0.175499990582466,0.0781890824437141,0.504403352737427
0.249168545007706,0.177319571375847,0.0818859562277794,0.490410566329956
0.0642078518867493,0.558173179626465,0.54417896270752,0.000396611110772938
0.248619064688683,0.176899567246437,0.0810051709413528,0.493870824575424
0.247779980301857,0.176249638199806,0.079719290137291,0.498666316270828
0.24863563477993,0.176888793706894,0.08099165558815,0.493965208530426
0.248616740107536,0.176853090524673,0.080972895026207,0.493989616632462
0.24925334751606,0.17735680937767,0.0819396749138832,0.49048775434494
0.251188963651657,0.178801313042641,0.0850054994225502,0.479177445173264
0.252033054828644,0.179527759552002,0.0863711908459663,0.474516868591309
0.0763633623719215,0.533117175102234,0.533036112785339,0.00066898379009217
0.247006952762604,0.17568601667881,0.0785555467009544,0.503153562545776
0.0879379734396935,0.511499404907227,0.522628247737885,0.00102809525560588
0.246642127633095,0.175440892577171,0.0781035870313644,0.504677653312683
0.250223994255066,0.178111061453819,0.0834619030356407,0.484869360923767
0.247643351554871,0.176118612289429,0.0795225352048874,0.499367773532867
0.248952865600586,0.17713326215744,0.0814819931983948,0.492129117250443
0.250296235084534,0.178177282214165,0.0836044400930405,0.484326332807541
0.250443637371063,0.178295642137527,0.0837817564606667,0.483846604824066
0.249490454792976,0.177565485239029,0.0823181644082069,0.489079147577286
0.248823076486588,0.177073374390602,0.0812932252883911,0.49289008975029
0.247256472706795,0.175878599286079,0.0789817869663239,0.501376152038574
0.259834289550781,0.186223357915878,0.100494906306267,0.428066462278366
0.0723151192069054,0.541252553462982,0.536748051643372,0.000567011360544711
0.251808881759644,0.17933277785778,0.0860027223825455,0.475761294364929
0.0751794874668121,0.535500168800354,0.534122467041016,0.000638211087789387
0.0877943783998489,0.511766850948334,0.522760510444641,0.00102304387837648
0.253188729286194,0.18043714761734,0.088324211537838,0.467504799365997
0.254672229290009,0.181679680943489,0.0908726081252098,0.458820521831512
0.0937426835298538,0.50121283531189,0.517394959926605,0.00125260814093053
0.0661662369966507,0.553950011730194,0.542357325553894,0.000434162997407839
0.253297865390778,0.180584639310837,0.0885330140590668,0.466829210519791
