"","x"
"1",0.815619230270386
"2",0.112567372620106
"3",0.254148900508881
"4",0.243520617485046
"5",0.51459139585495
"6",0.319162338972092
"7",0.569515764713287
"8",0.427165567874908
"9",0.77405858039856
"10",0.303781807422638
"11",0.520032644271851
"12",0.699508011341095
"13",0.653815865516663
"14",0.773110687732697
"15",0.427922636270523
"16",0.6255903840065
"17",0.635378897190094
"18",0.413526028394699
"19",0.124287895858288
"20",0.344819784164429
"21",0.277931749820709
"22",0.111626945436001
"23",0.39969328045845
"24",0.262810677289963
"25",0.209562391042709
"26",0.633889317512512
"27",0.490706741809845
"28",0.465722382068634
"29",0.589459538459778
"30",0.302255749702454
"31",0.661582887172699
"32",0.276895225048065
"33",0.547156929969788
"34",0.273308455944061
"35",0.483405709266663
"36",0.365408182144165
"37",0.239152386784554
"38",0.705765068531036
"39",0.477240204811096
"40",0.328013151884079
"41",0.103453457355499
"42",0.288920432329178
"43",0.896278142929077
"44",0.184232965111732
"45",0.244924277067184
"46",0.511774897575378
"47",0.136566758155823
"48",0.448595613241196
"49",0.483150243759155
"50",0.0879977270960808
"51",0.255674302577972
"52",0.738880634307861
"53",0.478403329849243
"54",0.372252225875854
"55",0.445766657590866
"56",0.623918235301971
"57",0.524591207504272
"58",0.460233569145203
"59",0.316572070121765
"60",0.182707771658897
"61",0.27722030878067
"62",0.510711133480072
"63",0.135293751955032
"64",0.728895962238312
"65",0.550815641880035
"66",0.348311811685562
"67",0.222733452916145
"68",0.125314712524414
"69",0.297757297754288
"70",0.19890521466732
"71",0.234508216381073
"72",0.244363442063332
"73",0.109268896281719
"74",0.474112331867218
"75",0.341085612773895
"76",0.228208512067795
"77",0.608942151069641
"78",0.538337349891663
"79",0.716676890850067
"80",0.29151326417923
"81",0.223785161972046
"82",0.346125900745392
"83",0.190554603934288
"84",0.33109712600708
"85",0.427502542734146
"86",0.604933977127075
"87",0.664417803287506
"88",0.445986896753311
"89",0.589939594268799
"90",0.683035731315613
"91",0.684832811355591
"92",0.283685892820358
"93",0.106088973581791
"94",0.2915059030056
"95",0.124542966485023
"96",0.46232345700264
"97",0.648232936859131
"98",0.465440541505814
"99",0.246894285082817
"100",0.573765575885773
"101",0.599043548107147
"102",0.94024521112442
"103",0.170097932219505
"104",0.338449895381927
"105",0.121870219707489
