"","x"
"1",0.567274868488312
"2",0.450472980737686
"3",0.807483315467834
"4",0.35780057311058
"5",0.331045478582382
"6",0.849946677684784
"7",0.245519205927849
"8",0.25181582570076
"9",0.355935335159302
"10",0.515782475471497
"11",0.333284437656403
"12",0.135324269533157
"13",0.326949626207352
"14",0.151636689901352
"15",0.102045007050037
"16",0.197818011045456
"17",0.360854208469391
"18",0.552347719669342
"19",0.0850287154316902
"20",0.534285426139832
"21",0.39658522605896
"22",0.927652597427368
"23",0.324405789375305
"24",0.161177426576614
"25",0.288677036762238
"26",0.690546572208405
"27",0.450934231281281
"28",0.629649937152863
"29",0.324330031871796
"30",0.292469412088394
"31",0.553380846977234
"32",0.575278162956238
"33",0.457398563623428
"34",0.665823459625244
"35",0.278143376111984
"36",0.495000779628754
"37",0.188125491142273
"38",0.0870480835437775
"39",0.669207096099854
"40",0.690244436264038
"41",0.332050979137421
"42",0.414916545152664
"43",0.328915476799011
"44",0.314881592988968
"45",0.0915449559688568
"46",0.475254714488983
"47",0.751940310001373
"48",0.190684974193573
"49",0.676257729530334
"50",0.625988066196442
"51",0.492205560207367
"52",0.460742652416229
"53",0.265372753143311
"54",0.843452513217926
"55",0.358804374933243
"56",0.506492614746094
"57",0.354731351137161
"58",0.775685906410217
"59",0.502957105636597
"60",0.626625418663025
"61",0.123050756752491
"62",0.561246812343597
"63",0.12494732439518
"64",0.340003252029419
"65",0.21690745651722
"66",0.249216377735138
"67",0.313996911048889
"68",0.152190819382668
"69",0.433211773633957
"70",0.113375723361969
"71",0.354822099208832
"72",0.458450973033905
"73",0.432982206344604
"74",0.795074224472046
"75",0.305965960025787
"76",0.461500644683838
"77",0.879990339279175
"78",0.121172606945038
"79",0.460163086652756
"80",0.343943566083908
"81",0.46889865398407
"82",0.52258163690567
"83",0.149703085422516
"84",0.323623418807983
"85",0.367765665054321
"86",0.4044588804245
"87",0.295695811510086
"88",0.460411041975021
"89",0.386831611394882
"90",0.4121955037117
"91",0.209158018231392
"92",0.65514212846756
"93",0.32326203584671
"94",0.267626971006393
"95",0.671245098114014
"96",0.154647126793861
"97",0.387983381748199
"98",0.284842610359192
"99",0.12510871887207
"100",0.161168485879898
"101",0.351956367492676
"102",0.840218961238861
"103",0.485132336616516
"104",0.409719944000244
"105",0.561719357967377
"106",0.16191329061985
"107",0.378164291381836
"108",0.317296922206879
"109",0.299484312534332
"110",0.35440456867218
"111",0.732608616352081
"112",0.0706665888428688
"113",0.142027497291565
"114",0.149689719080925
"115",0.214834332466125
"116",0.385953992605209
"117",0.342647820711136
"118",0.560187757015228
"119",0.385953992605209
"120",0.652973175048828
"121",0.405599355697632
"122",0.421226590871811
"123",0.181658938527107
"124",0.447976887226105
"125",0.559743642807007
"126",0.55818110704422
"127",0.748019397258759
"128",0.463222175836563
"129",0.599996328353882
"130",0.329779177904129
"131",0.760951578617096
"132",0.572126805782318
"133",0.30267608165741
"134",0.244871079921722
"135",0.414011985063553
"136",0.410742938518524
"137",0.52258163690567
"138",0.252815157175064
"139",0.128056570887566
"140",0.50098329782486
"141",0.231614857912064
"142",0.35054025053978
"143",0.350505799055099
"144",0.518754899501801
"145",0.437480628490448
"146",0.441539824008942
"147",0.676257729530334
"148",0.379052251577377
"149",0.171126514673233
"150",0.273158669471741
"151",0.341816693544388
"152",0.784256339073181
"153",0.240909785032272
"154",0.410811513662338
