"","x"
"1",0.452246576547623
"2",0.402841508388519
"3",0.429460614919662
"4",0.414118081331253
"5",0.414930552244186
"6",0.40504264831543
"7",0.417829245328903
"8",0.401864320039749
"9",0.442315191030502
"10",0.407976627349854
"11",0.409314960241318
"12",0.428762823343277
"13",0.428605020046234
"14",0.437177002429962
"15",0.423387050628662
"16",0.435406774282455
"17",0.425502210855484
"18",0.424883395433426
"19",0.405621826648712
"20",0.449354380369186
"21",0.404761165380478
"22",0.394746601581573
"23",0.415960431098938
"24",0.416441261768341
"25",0.411977797746658
"26",0.43519851565361
"27",0.433373153209686
"28",0.413295149803162
"29",0.410703033208847
"30",0.412043631076813
"31",0.412460029125214
"32",0.413250923156738
"33",0.433081597089767
"34",0.409200668334961
"35",0.41078981757164
"36",0.420525670051575
"37",0.405878871679306
"38",0.437171310186386
"39",0.429449141025543
"40",0.410006463527679
"41",0.399007022380829
"42",0.406347781419754
"43",0.460605919361115
"44",0.405425041913986
"45",0.405513495206833
"46",0.405708223581314
"47",0.405692785978317
"48",0.426016271114349
"49",0.409927040338516
"50",0.398145645856857
"51",0.404842466115952
"52",0.439809203147888
"53",0.436412781476974
"54",0.407051652669907
"55",0.406289011240005
"56",0.425594091415405
"57",0.425331503152847
"58",0.406173020601273
"59",0.409196048974991
"60",0.407532542943954
"61",0.409022927284241
"62",0.407056033611298
"63",0.406109809875488
"64",0.438253968954086
"65",0.427520334720612
"66",0.410766422748566
"67",0.415961027145386
"68",0.401397973299026
"69",0.402261257171631
"70",0.406403750181198
"71",0.415059685707092
"72",0.401235282421112
"73",0.406675577163696
"74",0.452071160078049
"75",0.421894043684006
"76",0.425822973251343
"77",0.445995926856995
"78",0.400360763072968
"79",0.441304564476013
"80",0.414098709821701
"81",0.407597482204437
"82",0.407170683145523
"83",0.409053206443787
"84",0.438434809446335
"85",0.427243620157242
"86",0.434839576482773
"87",0.418485373258591
"88",0.449513494968414
"89",0.45004990696907
"90",0.43672177195549
"91",0.413573712110519
"92",0.406033992767334
"93",0.404117226600647
"94",0.414514541625977
"95",0.405497670173645
"96",0.436621904373169
"97",0.430614590644836
"98",0.412613809108734
"99",0.426496952772141
"100",0.412564516067505
"101",0.424532234668732
"102",0.461595118045807
"103",0.422499388456345
"104",0.407543629407883
"105",0.406963050365448
"106",0.424156993627548
"107",0.419652968645096
"108",0.404325515031815
"109",0.420696437358856
"110",0.404023736715317
"111",0.430047422647476
"112",0.404736250638962
"113",0.408604234457016
"114",0.419278085231781
"115",0.409456759691238
"116",0.446705937385559
"117",0.410138517618179
"118",0.409384518861771
"119",0.417199313640594
"120",0.410505950450897
"121",0.408961087465286
"122",0.390185832977295
"123",0.414019584655762
"124",0.419301331043243
"125",0.402799516916275
"126",0.415428400039673
"127",0.424794316291809
"128",0.421405851840973
"129",0.434987992048264
"130",0.40629443526268
"131",0.398845285177231
"132",0.410071194171906
"133",0.417032778263092
"134",0.395119071006775
"135",0.405836492776871
"136",0.404758542776108
"137",0.417184621095657
"138",0.399561017751694
"139",0.438002556562424
"140",0.420431941747665
"141",0.415376216173172
"142",0.428020924329758
"143",0.413656979799271
"144",0.406814247369766
"145",0.422683387994766
"146",0.41961458325386
"147",0.423643350601196
"148",0.406219065189362
"149",0.404926627874374
"150",0.427976489067078
"151",0.415527731180191
"152",0.449405282735825
"153",0.407743871212006
"154",0.410764068365097
"155",0.43553414940834
"156",0.401355296373367
"157",0.410310178995132
"158",0.413300722837448
"159",0.439021050930023
"160",0.439721822738647
"161",0.401464968919754
"162",0.42577400803566
"163",0.419486969709396
"164",0.403288602828979
"165",0.405407339334488
"166",0.420859605073929
"167",0.417740494012833
"168",0.400684654712677
"169",0.422376871109009
"170",0.413675487041473
"171",0.404661267995834
"172",0.421567976474762
"173",0.413479119539261
"174",0.414580523967743
"175",0.423942893743515
"176",0.409389525651932
"177",0.442471981048584
"178",0.406087040901184
"179",0.40970978140831
"180",0.415134370326996
"181",0.445330798625946
"182",0.408639192581177
"183",0.435419350862503
"184",0.441451817750931
"185",0.405917465686798
"186",0.415987223386765
"187",0.409049093723297
"188",0.413311868906021
"189",0.419867306947708
"190",0.417245328426361
"191",0.40446075797081
"192",0.432866305112839
"193",0.40171754360199
"194",0.398773312568665
"195",0.447517096996307
"196",0.430150389671326
"197",0.430381834506989
"198",0.432363897562027
"199",0.432577878236771
"200",0.436396062374115
"201",0.425543546676636
"202",0.409988105297089
"203",0.408916860818863
"204",0.396645873785019
"205",0.420301526784897
"206",0.400974452495575
"207",0.419679880142212
"208",0.450560688972473
"209",0.403959214687347
"210",0.413090616464615
"211",0.40750190615654
"212",0.39988648891449
"213",0.428521335124969
"214",0.410901457071304
"215",0.400635898113251
"216",0.408880919218063
"217",0.426092863082886
"218",0.413559377193451
"219",0.404031842947006
"220",0.426214843988419
"221",0.432423889636993
"222",0.444201320409775
"223",0.439843088388443
"224",0.407244920730591
"225",0.421024829149246
"226",0.425251185894012
"227",0.414719074964523
"228",0.442597717046738
"229",0.40534120798111
"230",0.413406491279602
"231",0.398773372173309
"232",0.43891441822052
"233",0.425729334354401
"234",0.429166853427887
"235",0.415136605501175
"236",0.412828981876373
"237",0.432690471410751
"238",0.431898236274719
"239",0.39713978767395
"240",0.431611955165863
"241",0.398323714733124
"242",0.414486616849899
"243",0.415870636701584
"244",0.44911327958107
"245",0.45000496506691
"246",0.410941123962402
"247",0.434624463319778
"248",0.400317162275314
"249",0.444810956716537
"250",0.403429806232452
"251",0.410249710083008
"252",0.404110193252563
"253",0.427865505218506
"254",0.428009003400803
"255",0.400207281112671
"256",0.4476597905159
"257",0.432752907276154
"258",0.401455909013748
"259",0.449561446905136
"260",0.473277777433395
"261",0.429630011320114
"262",0.399833053350449
"263",0.41843843460083
"264",0.411514759063721
"265",0.404216051101685
"266",0.435321420431137
"267",0.40602320432663
"268",0.40983647108078
"269",0.434950858354568
"270",0.428009003400803
"271",0.405320793390274
"272",0.426347106695175
"273",0.401020616292953
"274",0.41521880030632
"275",0.422641307115555
"276",0.452325195074081
"277",0.428785473108292
"278",0.444810956716537
"279",0.416043013334274
"280",0.417341202497482
"281",0.431995838880539
"282",0.41295799612999
"283",0.401777297258377
"284",0.441321939229965
"285",0.428051590919495
"286",0.425961345434189
"287",0.412932872772217
"288",0.395594388246536
"289",0.410328447818756
"290",0.46449887752533
"291",0.423620373010635
"292",0.426144123077393
"293",0.409449994564056
"294",0.414451718330383
"295",0.417837023735046
"296",0.39643007516861
"297",0.402971655130386
"298",0.412253648042679
"299",0.451869875192642
"300",0.452246576547623
"301",0.409890681505203
"302",0.420735865831375
"303",0.396099537611008
"304",0.404798895120621
"305",0.407019019126892
"306",0.407392799854279
"307",0.41888365149498
"308",0.44911327958107
"309",0.409495890140533
"310",0.400446504354477
"311",0.404455214738846
"312",0.440326184034348
"313",0.404594510793686
"314",0.414635539054871
"315",0.41450509428978
"316",0.429603725671768
"317",0.429331988096237
"318",0.398857235908508
"319",0.396953016519547
"320",0.409033596515656
"321",0.447955012321472
"322",0.445467442274094
"323",0.418577283620834
"324",0.449255973100662
"325",0.403782963752747
"326",0.453962057828903
"327",0.408221483230591
"328",0.443724155426025
"329",0.404255539178848
"330",0.436752647161484
"331",0.410186767578125
"332",0.447955012321472
"333",0.432052105665207
"334",0.402472168207169
"335",0.406129539012909
"336",0.404440760612488
"337",0.41404116153717
"338",0.408336102962494
"339",0.429705321788788
"340",0.445705235004425
"341",0.413630574941635
"342",0.405931711196899
"343",0.429449617862701
"344",0.445705235004425
"345",0.41815984249115
"346",0.444579631090164
"347",0.420785695314407
"348",0.437881648540497
"349",0.411086648702621
"350",0.40854412317276
"351",0.421911984682083
"352",0.410765171051025
"353",0.427165806293488
"354",0.429526716470718
"355",0.418194264173508
"356",0.406837522983551
"357",0.413317322731018
"358",0.416234463453293
"359",0.391592055559158
"360",0.41837015748024
"361",0.447955012321472
"362",0.45986220240593
"363",0.40804648399353
"364",0.408406734466553
"365",0.419949024915695
"366",0.467592149972916
"367",0.436020255088806
"368",0.407244205474854
"369",0.453216671943665
"370",0.412502378225327
"371",0.411653876304626
"372",0.410706877708435
"373",0.40058159828186
"374",0.443226873874664
"375",0.424573332071304
"376",0.415939182043076
"377",0.409877121448517
"378",0.407832741737366
"379",0.415296137332916
"380",0.420572847127914
"381",0.406421452760696
"382",0.405682116746902
"383",0.405483841896057
"384",0.400040179491043
"385",0.403174668550491
"386",0.434524029493332
