"","x"
"1",0.41414937376976
"2",0.440015226602554
"3",0.455455243587494
"4",0.405566364526749
"5",0.419090509414673
"6",0.451002299785614
"7",0.406547963619232
"8",0.428452014923096
"9",0.407279372215271
"10",0.432967245578766
"11",0.409231036901474
"12",0.402944356203079
"13",0.403232604265213
"14",0.414394319057465
"15",0.401397377252579
"16",0.410480588674545
"17",0.423750311136246
"18",0.450139403343201
"19",0.409593641757965
"20",0.434840023517609
"21",0.425866097211838
"22",0.46282747387886
"23",0.431051105260849
"24",0.412864416837692
"25",0.404980331659317
"26",0.434741169214249
"27",0.407389730215073
"28",0.422093629837036
"29",0.443581819534302
"30",0.402846306562424
"31",0.434831261634827
"32",0.437858879566193
"33",0.42792022228241
"34",0.43152791261673
"35",0.415921747684479
"36",0.430355668067932
"37",0.411794126033783
"38",0.400785982608795
"39",0.438710719347
"40",0.439446747303009
"41",0.417401194572449
"42",0.418573260307312
"43",0.412715822458267
"44",0.400898456573486
"45",0.401091694831848
"46",0.438323557376862
"47",0.425030201673508
"48",0.417831867933273
"49",0.44348219037056
"50",0.434602499008179
"51",0.429867595434189
"52",0.415549248456955
"53",0.407287448644638
"54",0.452963888645172
"55",0.416968196630478
"56",0.422909587621689
"57",0.406416654586792
"58",0.41859382390976
"59",0.429236114025116
"60",0.433260500431061
"61",0.411809384822845
"62",0.410909324884415
"63",0.407886922359467
"64",0.408618330955505
"65",0.405243068933487
"66",0.414482176303864
"67",0.403830498456955
"68",0.415257424116135
"69",0.437807410955429
"70",0.404788792133331
"71",0.413476556539536
"72",0.443129509687424
"73",0.42041802406311
"74",0.45000496506691
"75",0.405312269926071
"76",0.435000866651535
"77",0.439426749944687
"78",0.402770161628723
"79",0.436284452676773
"80",0.41544634103775
"81",0.422657698392868
"82",0.444954067468643
"83",0.425680458545685
"84",0.410467445850372
"85",0.411670118570328
"86",0.422330975532532
"87",0.409875005483627
"88",0.407832026481628
"89",0.413683176040649
"90",0.420142769813538
"91",0.407916814088821
"92",0.41753563284874
"93",0.413230448961258
"94",0.416164189577103
"95",0.452214121818542
"96",0.404080837965012
"97",0.416288197040558
"98",0.396549135446548
"99",0.402969777584076
"100",0.410030603408813
"101",0.424944937229156
"102",0.427598267793655
"103",0.412485212087631
"104",0.406504809856415
"105",0.432755082845688
"106",0.418315708637238
"107",0.416094928979874
"108",0.420652270317078
"109",0.399459958076477
"110",0.397887259721756
"111",0.442180216312408
"112",0.39818811416626
"113",0.410505682229996
"114",0.396235793828964
"115",0.400417298078537
"116",0.441569358110428
"117",0.415278613567352
"118",0.417477518320084
"119",0.441569358110428
"120",0.448704093694687
"121",0.422660380601883
"122",0.432507306337357
"123",0.39735358953476
"124",0.441713809967041
"125",0.417546898126602
"126",0.452467918395996
"127",0.448408424854279
"128",0.436614274978638
"129",0.46464017033577
"130",0.407980740070343
"131",0.451251327991486
"132",0.423965513706207
"133",0.403194397687912
"134",0.428825616836548
"135",0.433849275112152
"136",0.418607741594315
"137",0.444954067468643
"138",0.418887943029404
"139",0.415077716112137
"140",0.415504455566406
"141",0.401299148797989
"142",0.412544429302216
"143",0.416537374258041
"144",0.44911327958107
"145",0.424141347408295
"146",0.439057558774948
"147",0.44348219037056
"148",0.411499291658401
"149",0.409696191549301
"150",0.403706967830658
"151",0.407340347766876
"152",0.436772286891937
"153",0.404835611581802
"154",0.416816055774689
