"V1","V2","V3","V4"
0.247730165719986,0.267702668905258,0.252921670675278,0.224550440907478
0.248830735683441,0.268321752548218,0.253130704164505,0.226249992847443
0.248834192752838,0.268323570489883,0.253131181001663,0.226255565881729
0.248818442225456,0.268314898014069,0.253128290176392,0.226231068372726
0.247675985097885,0.267672121524811,0.252911388874054,0.224466904997826
0.248826712369919,0.268319338560104,0.253129661083221,0.226244047284126
0.248827964067459,0.268320113420486,0.25313001871109,0.226245850324631
0.248824045062065,0.268317967653275,0.253129333257675,0.226239830255508
0.248826712369919,0.268319368362427,0.253129780292511,0.226243853569031
0.248825147747993,0.2683185338974,0.253129512071609,0.226241439580917
0.248813688755035,0.268312156200409,0.253127336502075,0.22622375190258
0.24881711602211,0.268314033746719,0.25312802195549,0.226229101419449
0.247784018516541,0.2677321434021,0.252931028604507,0.224633812904358
0.24883060157299,0.268321633338928,0.253130614757538,0.226249873638153
0.247863233089447,0.267777681350708,0.252947151660919,0.224755689501762
0.248833447694778,0.26832315325737,0.253131061792374,0.226254314184189
0.248821035027504,0.268316298723221,0.25312876701355,0.226235151290894
0.248824909329414,0.268318355083466,0.253129243850708,0.226241290569305
0.248821333050728,0.268316388130188,0.253128707408905,0.226235672831535
0.248820036649704,0.268315643072128,0.253128468990326,0.226233690977097
0.248822420835495,0.268317073583603,0.253129124641418,0.226237207651138
0.248824656009674,0.268318295478821,0.253129482269287,0.226240813732147
0.248830288648605,0.268321484327316,0.25313064455986,0.226249322295189
0.248831287026405,0.268321990966797,0.25313064455986,0.226250991225243
0.248769178986549,0.268285423517227,0.253115475177765,0.226156711578369
0.24774643778801,0.267711848020554,0.252924710512161,0.224575683474541
0.248814687132835,0.268312722444534,0.253127545118332,0.226225391030312
0.247779160737991,0.267729431390762,0.252930223941803,0.224626123905182
0.247861221432686,0.26777645945549,0.252946645021439,0.224752813577652
0.248808294534683,0.268309146165848,0.253126353025436,0.226215466856956
0.248807176947594,0.268308579921722,0.253126323223114,0.226213678717613
0.247898086905479,0.267797142267227,0.252953469753265,0.224809631705284
0.247695669531822,0.26768285036087,0.252914637327194,0.224497526884079
0.248812809586525,0.268311709165573,0.25312727689743,0.226222530007362
0.248805776238441,0.268307536840439,0.253125727176666,0.226211592555046
0.248818323016167,0.268314570188522,0.253127992153168,0.226231098175049
0.248821645975113,0.268316477537155,0.253128737211227,0.226235970854759
0.248807981610298,0.268308758735657,0.25312602519989,0.226215049624443
0.248824387788773,0.268318176269531,0.253129422664642,0.226240172982216
0.248824343085289,0.268318176269531,0.253129422664642,0.226240143179893
0.247788518667221,0.267735123634338,0.252932369709015,0.22464045882225
0.24880188703537,0.268305212259293,0.253124713897705,0.226205736398697
0.248818963766098,0.268315017223358,0.253128230571747,0.226232036948204
0.247638866305351,0.267651170492172,0.252904295921326,0.224409744143486
0.247743993997574,0.267710119485855,0.252923995256424,0.224572151899338
0.248823553323746,0.268317580223083,0.253129035234451,0.226239219307899
0.248822197318077,0.268316805362701,0.253128856420517,0.226236969232559
0.248824715614319,0.268318176269531,0.253129243850708,0.226240828633308
0.247894570231438,0.267794758081436,0.252952486276627,0.22480408847332
0.248807355761528,0.268308490514755,0.253125965595245,0.226214110851288
0.248817980289459,0.268314301967621,0.253127902746201,0.226230353116989
0.247748792171478,0.267712891101837,0.252924919128418,0.224579527974129
0.248806864023209,0.268308252096176,0.253125935792923,0.226213231682777
0.248802319169044,0.268305659294128,0.253125131130219,0.226206332445145
0.248809963464737,0.268309891223907,0.253126442432404,0.22621813416481
0.248822286725044,0.268317073583603,0.253129094839096,0.226236969232559
0.247915700078011,0.267805904150009,0.252955585718155,0.224837109446526
0.248818159103394,0.268314331769943,0.253127813339233,0.226230919361115
