"","x"
"1",0.327863425016403
"2",0.442109674215317
"3",0.175368666648865
"4",0.0593534745275974
"5",0.786823511123657
"6",0.146311059594154
"7",0.439324021339417
"8",0.521958768367767
"9",0.643119513988495
"10",0.572402238845825
"11",0.555286407470703
"12",0.274018883705139
"13",0.36736062169075
"14",0.204242393374443
"15",0.592722058296204
"16",0.323709279298782
"17",0.675973653793335
"18",0.408608615398407
"19",0.203133687376976
"20",0.245057165622711
"21",0.287871837615967
"22",0.293326705694199
"23",0.476672619581223
"24",0.284161865711212
"25",0.4554563164711
"26",0.782790780067444
"27",0.6926429271698
"28",0.389832586050034
"29",0.240418374538422
"30",0.336602121591568
"31",0.559781014919281
"32",0.662991523742676
"33",0.396389216184616
"34",0.170770928263664
"35",0.257792472839355
"36",0.767784237861633
"37",0.241170674562454
"38",0.639498591423035
"39",0.372186064720154
"40",0.463903367519379
"41",0.298627287149429
"42",0.513569235801697
"43",0.881100654602051
"44",0.494324713945389
"45",0.535826504230499
"46",0.58984786272049
"47",0.356363236904144
"48",0.391385406255722
"49",0.268486529588699
"50",0.388815760612488
"51",0.622693181037903
"52",0.469043880701065
"53",0.444377660751343
"54",0.854037463665009
"55",0.234162017703056
"56",0.173656940460205
"57",0.477076441049576
"58",0.624366044998169
"59",0.164364606142044
"60",0.163859561085701
"61",0.888652563095093
"62",0.331174999475479
"63",0.376166045665741
"64",0.423979520797729
"65",0.227861329913139
"66",0.169234812259674
"67",0.52305942773819
"68",0.409822255373001
"69",0.860232651233673
"70",0.589708983898163
"71",0.233738735318184
"72",0.739085555076599
"73",0.267519444227219
"74",0.509372413158417
"75",0.149091139435768
"76",0.134061902761459
"77",0.181218072772026
"78",0.410030573606491
"79",0.28549987077713
"80",0.493882358074188
"81",0.517248272895813
"82",0.755853354930878
"83",0.655287802219391
"84",0.565846979618073
"85",0.241946518421173
"86",0.55329418182373
"87",0.226890027523041
"88",0.383707612752914
"89",0.342737704515457
"90",0.457844644784927
"91",0.169328212738037
"92",0.451295465230942
"93",0.65255218744278
"94",0.355062007904053
"95",0.490330427885056
"96",0.720013558864594
"97",0.296840459108353
"98",0.559163808822632
"99",0.427407592535019
"100",0.653468608856201
"101",0.571200728416443
"102",0.211586937308311
"103",0.362163424491882
"104",0.309771478176117
"105",0.375013649463654
"106",0.61584997177124
"107",0.214587271213531
"108",0.250340014696121
"109",0.487418711185455
"110",0.580551743507385
"111",0.357543110847473
"112",0.585703670978546
"113",0.170101135969162
"114",0.291911572217941
"115",0.348521769046783
"116",0.394986063241959
"117",0.436813682317734
"118",0.0845366939902306
"119",0.191870018839836
"120",0.40403950214386
"121",0.310991257429123
"122",0.604680895805359
"123",0.361931443214417
"124",0.289944112300873
"125",0.391186892986298
"126",0.459245532751083
"127",0.177291244268417
"128",0.369479596614838
"129",0.495057791471481
"130",0.192018166184425
"131",0.613404989242554
"132",0.188615649938583
"133",0.316969007253647
"134",0.440437018871307
"135",0.823591351509094
"136",0.323166608810425
"137",0.487560838460922
"138",0.272317856550217
"139",0.410256028175354
"140",0.301750630140305
"141",0.486127078533173
"142",0.268237382173538
"143",0.549069583415985
"144",0.554491758346558
"145",0.0898370146751404
"146",0.268572211265564
"147",0.515341460704803
"148",0.611285746097565
"149",0.358733743429184
"150",0.787142217159271
"151",0.288757562637329
"152",0.501241207122803
"153",0.279790937900543
"154",0.627385973930359
"155",0.189150184392929
"156",0.244261965155602
"157",0.582978844642639
"158",0.229828655719757
"159",0.266743719577789
"160",0.502620697021484
"161",0.37329775094986
"162",0.24022676050663
"163",0.547143816947937
"164",0.358527213335037
"165",0.407163292169571
"166",0.348304778337479
"167",0.592161893844604
"168",0.840936183929443
"169",0.0941651165485382
"170",0.489893704652786
"171",0.3363037109375
"172",0.880298912525177
"173",0.708566546440125
"174",0.344650566577911
"175",0.518334865570068
"176",0.647957742214203
"177",0.217436105012894
"178",0.320724487304688
"179",0.518334865570068
"180",0.266009151935577
"181",0.141221046447754
"182",0.690416216850281
"183",0.164678499102592
"184",0.805566608905792
"185",0.429854422807693
"186",0.212403744459152
"187",0.292401909828186
"188",0.552520155906677
"189",0.457659780979156
"190",0.460219442844391
"191",0.452694445848465
"192",0.402463465929031
"193",0.512971997261047
"194",0.287115842103958
"195",0.55194228887558
"196",0.384423017501831
"197",0.300279408693314
"198",0.239576116204262
"199",0.297217130661011
"200",0.355517417192459
"201",0.134504482150078
"202",0.556150853633881
"203",0.783925533294678
"204",0.581586182117462
"205",0.134106799960136
"206",0.172851875424385
"207",0.112718932330608
"208",0.22994177043438
"209",0.856645226478577
"210",0.447028458118439
"211",0.593144953250885
"212",0.13442961871624
"213",0.418635427951813
"214",0.144844770431519
"215",0.429838597774506
"216",0.665499985218048
"217",0.671144902706146
"218",0.742274582386017
"219",0.866015315055847
"220",0.372462332248688
"221",0.168064087629318
"222",0.466251194477081
"223",0.882405877113342
"224",0.108352206647396
"225",0.477830499410629
"226",0.85188227891922
"227",0.116908423602581
"228",0.314547657966614
"229",0.588676035404205
"230",0.469442278146744
"231",0.424393147230148
"232",0.274044305086136
"233",0.686417102813721
"234",0.458790630102158
"235",0.285173445940018
"236",0.30726233124733
"237",0.480599522590637
"238",0.717558264732361
"239",0.433342069387436
"240",0.252534806728363
"241",0.42384997010231
"242",0.704531311988831
"243",0.449917882680893
"244",0.143021181225777
"245",0.661439895629883
"246",0.212678506970406
"247",0.715606808662415
"248",0.0932507142424583
"249",0.462784707546234
"250",0.588251292705536
"251",0.42757773399353
"252",0.599336504936218
"253",0.518334865570068
"254",0.795827329158783
"255",0.461696326732635
"256",0.203206792473793
"257",0.731138467788696
"258",0.355903476476669
"259",0.439750194549561
"260",0.283096998929977
"261",0.60837310552597
"262",0.449488490819931
"263",0.375000089406967
"264",0.438914269208908
"265",0.307602345943451
"266",0.435453593730927
"267",0.469442278146744
"268",0.147005036473274
"269",0.455185800790787
"270",0.286341905593872
"271",0.228928461670876
"272",0.821364760398865
"273",0.460765451192856
"274",0.630661249160767
"275",0.220700815320015
"276",0.244248315691948
"277",0.483224987983704
"278",0.161090210080147
"279",0.377155423164368
"280",0.198093965649605
"281",0.41024249792099
"282",0.58748072385788
"283",0.145524680614471
"284",0.298367202281952
"285",0.381656438112259
"286",0.30131608247757
"287",0.244829282164574
"288",0.166463196277618
"289",0.393244802951813
"290",0.450703024864197
"291",0.6766157746315
