82,45,68,150,69,5,148,45,19,144,169,322,184,80,5,0,181,184,bus,MAX,,"0,080550098231827","0,044204322200393","0,066797642436149","0,147347740667976","0,067779960707269","0,004911591355599","0,145383104125737","0,044204322200393","0,018664047151277","0,141453831041257","0,166011787819253","0,316306483300589","0,180746561886051","0,078585461689588","0,004911591355599",0,"0,177799607072692","0,180746561886051"
107,57,106,179,51,8,257,26,28,172,275,954,232,83,2,20,181,184,bus,1018,,"0,105108055009823","0,055992141453831","0,104125736738703","0,175834970530452","0,050098231827112","0,007858546168959","0,2524557956778","0,025540275049116","0,027504911591356","0,168958742632613","0,270137524557957","0,93713163064833","0,227897838899803","0,081532416502947","0,00196463654224","0,019646365422397","0,177799607072692","0,180746561886051"
87,44,70,179,75,6,146,45,19,141,167,326,178,69,6,1,194,201,bus,MIN,,"0,085461689587426","0,043222003929273","0,068762278978389","0,175834970530452","0,073673870333988","0,005893909626719","0,143418467583497","0,044204322200393","0,018664047151277","0,138506876227898","0,164047151277014","0,320235756385069","0,174852652259332","0,067779960707269","0,005893909626719","0,00098231827112","0,19056974459725","0,197445972495088"
83,46,73,137,59,6,148,45,19,146,167,327,183,75,8,0,185,191,bus,0,,"0,081532416502947","0,045186640471513","0,071709233791749","0,134577603143418","0,057956777996071","0,005893909626719","0,145383104125737","0,044204322200393","0,018664047151277","0,143418467583497","0,164047151277014","0,321218074656189","0,179764243614931","0,073673870333988","0,007858546168959",0,"0,181728880157171","0,18762278978389"
94,37,73,186,71,7,154,42,19,127,171,362,132,67,2,8,197,206,bus,,,"0,092337917485265","0,036345776031434","0,071709233791749","0,182711198428291","0,069744597249509","0,006876227897839","0,151277013752456","0,041257367387033","0,018664047151277","0,12475442043222","0,167976424361493","0,355599214145383","0,129666011787819","0,06581532416503","0,00196463654224","0,007858546168959","0,193516699410609","0,202357563850688"
82,43,73,154,65,7,151,44,19,143,178,341,160,76,5,11,185,189,bus,,,"0,080550098231827","0,042239685658153","0,071709233791749","0,151277013752456","0,06385068762279","0,006876227897839","0,148330058939096","0,043222003929273","0,018664047151277","0,140471512770138","0,174852652259332","0,334970530451866","0,157170923379175","0,074656188605108","0,004911591355599","0,010805500982318","0,181728880157171","0,18565815324165"
86,46,73,125,57,6,151,45,19,147,170,334,188,82,9,11,180,184,bus,,,"0,084479371316307","0,045186640471513","0,071709233791749","0,12278978388998","0,055992141453831","0,005893909626719","0,148330058939096","0,044204322200393","0,018664047151277","0,144400785854617","0,166994106090373","0,328094302554027","0,18467583497053","0,080550098231827","0,008840864440079","0,010805500982318","0,176817288801572","0,180746561886051"
83,41,70,155,65,7,144,46,19,141,168,309,147,71,4,12,188,195,bus,,,"0,081532416502947","0,040275049115914","0,068762278978389","0,152259332023576","0,06385068762279","0,006876227897839","0,141453831041257","0,045186640471513","0,018664047151277","0,138506876227898","0,165029469548134","0,303536345776031","0,144400785854617","0,069744597249509","0,003929273084479","0,011787819253438","0,18467583497053","0,191552062868369"
87,42,76,159,65,5,155,42,19,138,184,362,157,76,6,12,189,193,bus,,,"0,085461689587426","0,041257367387033","0,074656188605108","0,156188605108055","0,06385068762279","0,004911591355599","0,152259332023576","0,041257367387033","0,018664047151277","0,135559921414538","0,180746561886051","0,355599214145383","0,154223968565815","0,074656188605108","0,005893909626719","0,011787819253438","0,18565815324165","0,18958742632613"
109,55,102,169,51,6,241,27,26,165,265,870,247,84,10,11,184,183,bus,,,"0,107072691552063","0,054027504911591","0,100196463654224","0,166011787819253","0,050098231827112","0,005893909626719","0,236738703339882","0,026522593320236","0,025540275049116","0,162082514734774","0,260314341846758","0,854616895874263","0,242632612966601","0,082514734774067","0,009823182711198","0,010805500982318","0,180746561886051","0,179764243614931"
90,38,75,164,64,7,151,43,19,131,168,345,139,66,0,0,195,204,bus,,,"0,088408644400786","0,037328094302554","0,073673870333988","0,161100196463654","0,06286836935167","0,006876227897839","0,148330058939096","0,042239685658153","0,018664047151277","0,128683693516699","0,165029469548134","0,338899803536346","0,136542239685658","0,06483300589391",0,0,"0,191552062868369","0,200392927308448"
98,52,86,207,69,5,192,33,22,161,212,570,221,75,4,6,194,195,bus,,,"0,096267190569745","0,051080550098232","0,084479371316307","0,203339882121807","0,067779960707269","0,004911591355599","0,18860510805501","0,032416502946955","0,021611001964637","0,158153241650295","0,208251473477407","0,55992141453831","0,217092337917485","0,073673870333988","0,003929273084479","0,005893909626719","0,19056974459725","0,191552062868369"
98,40,77,171,61,6,172,37,21,139,197,457,141,72,4,17,199,201,bus,,,"0,096267190569745","0,039292730844794","0,075638506876228","0,167976424361493","0,05992141453831","0,005893909626719","0,168958742632613","0,036345776031434","0,020628683693517","0,136542239685658","0,193516699410609","0,448919449901768","0,138506876227898","0,070726915520629","0,003929273084479","0,016699410609037","0,195481335952849","0,197445972495088"
94,37,72,193,72,6,158,41,19,133,184,385,127,70,0,14,200,204,bus,,,"0,092337917485265","0,036345776031434","0,070726915520629","0,18958742632613","0,070726915520629","0,005893909626719","0,155206286836935","0,040275049115914","0,018664047151277","0,130648330058939","0,180746561886051","0,378192534381139","0,12475442043222","0,068762278978389",0,"0,013752455795678","0,196463654223969","0,200392927308448"
85,45,70,130,58,8,151,45,19,146,171,334,187,79,2,5,181,186,bus,,,"0,083497053045187","0,044204322200393","0,068762278978389","0,12770137524558","0,056974459724951","0,007858546168959","0,148330058939096","0,044204322200393","0,018664047151277","0,143418467583497","0,167976424361493","0,328094302554027","0,183693516699411","0,077603143418468","0,00196463654224","0,004911591355599","0,177799607072692","0,182711198428291"
