"","x"
"1",0.644446969032288
"2",0.316396534442902
"3",0.664455950260162
"4",0.852273523807526
"5",0.401151746511459
"6",0.489534825086594
"7",0.397126704454422
"8",0.616927623748779
"9",0.472212135791779
"10",0.0874954089522362
"11",0.127622127532959
"12",0.248948305845261
"13",0.330101191997528
"14",0.316808432340622
"15",0.247755318880081
"16",0.182259827852249
"17",0.480641841888428
"18",0.468514323234558
"19",0.548677086830139
"20",0.0870267748832703
"21",0.763309299945831
"22",0.462542355060577
"23",0.456376045942307
"24",0.376132309436798
"25",0.365971058607101
"26",0.494326919317245
"27",0.249733433127403
"28",0.68300074338913
"29",0.463179588317871
"30",0.572784245014191
"31",0.485129445791245
"32",0.641025543212891
"33",0.268406867980957
"34",0.48796734213829
"35",0.39985865354538
"36",0.113151140511036
"37",0.381046175956726
"38",0.2132648229599
"39",0.390094608068466
"40",0.691919684410095
"41",0.288552731275558
"42",0.0762359797954559
"43",0.46518212556839
"44",0.376468479633331
"45",0.17542952299118
"46",0.694747865200043
"47",0.552946627140045
"48",0.478390038013458
"49",0.26363617181778
"50",0.512991905212402
"51",0.43867751955986
"52",0.584819912910461
"53",0.164261311292648
"54",0.434247404336929
"55",0.672266960144043
"56",0.852273523807526
"57",0.460028678178787
"58",0.432516187429428
"59",0.433700501918793
"60",0.726366698741913
"61",0.318342864513397
"62",0.324921071529388
"63",0.208768039941788
"64",0.353374421596527
"65",0.684024691581726
"66",0.472663164138794
"67",0.453285604715347
"68",0.161468163132668
"69",0.630477726459503
"70",0.279667109251022
"71",0.409568935632706
"72",0.366494834423065
"73",0.136704593896866
"74",0.331645905971527
"75",0.197745874524117
"76",0.208259552717209
"77",0.158760860562325
"78",0.48004224896431
"79",0.520219206809998
"80",0.103385277092457
"81",0.153339445590973
"82",0.144671857357025
"83",0.288077116012573
"84",0.162728905677795
"85",0.164478451013565
"86",0.824384093284607
"87",0.439436256885529
"88",0.868140339851379
"89",0.226832449436188
"90",0.37091937661171
"91",0.503578126430511
"92",0.270221590995789
"93",0.567984044551849
"94",0.315598517656326
"95",0.352633535861969
"96",0.520769536495209
"97",0.205782935023308
"98",0.397822082042694
"99",0.711306929588318
"100",0.779205024242401
"101",0.278814226388931
"102",0.443289160728455
"103",0.395304471254349
"104",0.29949826002121
"105",0.387162446975708
"106",0.115976922214031
"107",0.265803515911102
"108",0.31446036696434
"109",0.574965119361877
"110",0.819977641105652
"111",0.465267032384872
"112",0.499210685491562
"113",0.881838858127594
"114",0.6884845495224
"115",0.453881710767746
"116",0.432339787483215
"117",0.543260514736176
"118",0.551869690418243
"119",0.318522661924362
"120",0.774098515510559
"121",0.387809932231903
"122",0.290235906839371
"123",0.418314158916473
"124",0.251326680183411
"125",0.725874960422516
"126",0.778140723705292
"127",0.607313096523285
"128",0.422044932842255
"129",0.122245572507381
"130",0.74753874540329
"131",0.767760276794434
"132",0.495684742927551
"133",0.317844033241272
"134",0.241063192486763
"135",0.317479640245438
"136",0.273961335420609
"137",0.264047861099243
"138",0.582588791847229
"139",0.365376830101013
"140",0.157732084393501
"141",0.321331113576889
"142",0.162398979067802
"143",0.06280267983675
"144",0.410043895244598
"145",0.290629655122757
"146",0.559751927852631
"147",0.459839344024658
"148",0.454084038734436
"149",0.123162180185318
"150",0.358149439096451
"151",0.212369307875633
"152",0.264066517353058
"153",0.821028232574463
"154",0.290371954441071
"155",0.210062935948372
